Route ID,mae,driver,origin
15458,102.754164555284,379,25
15459,50.62583248951063,19,25
15460,62.66435781524746,97,25
15464,19.009796711756078,257,25
15465,34.566160903064784,305,25
15466,56.4872087193596,67,25
15470,44.931639928751245,128,25
15473,23.47536524292324,46,25
15475,30.885615591519695,25,25
15476,40.8786661759116,282,25
15477,44.061717962321,162,25
15478,124.77639841402815,314,25
15480,45.216590614515184,127,25
15483,27.038875990625215,274,25
15487,63.18919488760445,180,25
15489,44.33966901477352,360,25
15492,55.208436152845934,197,25
15494,55.67946321528044,34,25
15498,28.56092329932373,281,25
15499,14.713380441578627,269,25
15501,75.69438981387671,280,25
15502,100.60474859261218,64,25
15506,62.83189488352315,354,25
15507,85.25988628904227,288,25
15513,36.7647686649787,273,25
15515,43.23178035718155,284,25
15518,56.307927776223806,27,25
15519,118.44633323320468,130,25
15520,69.61969565613057,343,25
15521,81.69212555425464,285,25
15525,45.02315766241075,54,25
15528,68.498204563661,113,25
15529,20.092539133976842,283,25
15530,46.032152895229785,167,25
15531,45.22952851001036,293,25
15533,89.51956889790891,345,25
15537,20.102214500252078,72,25
15541,28.751442888047865,79,25
15547,36.98367765437676,365,25
15549,64.08175207363578,382,25
15570,35.82337162896023,353,25
15572,77.4611690863333,95,25
15577,33.61479424702987,11,25
15579,72.5002782158873,379,25
15585,62.53883331988882,42,25
15586,26.810989382645793,305,25
15589,46.54048272115128,67,25
15593,52.84008796309178,302,25
15594,19.374826772104903,257,25
15598,58.386158198829094,36,25
15601,79.16995031937232,273,25
15602,24.35425713042713,291,25
15612,93.45581495489944,362,25
15613,47.108074306768394,288,25
15614,32.283426748261085,274,25
15615,81.17747565811825,375,25
15617,46.239691203549576,127,25
15621,109.21063909576219,277,25
15622,85.49899912045349,197,25
15624,90.89804444526571,40,25
15625,19.958658552555313,261,25
15629,64.13311135296678,202,25
15633,40.43834651798108,164,25
15634,44.89148150518182,294,25
15635,39.273927480473354,280,25
15640,15.312568156465423,278,25
15643,41.93587421236211,275,25
15647,99.78002072764549,360,25
15651,33.72019222130767,242,25
15652,84.62220801057694,57,25
15656,83.26995938458556,285,25
15659,25.30157518288828,79,25
15663,20.267751919294767,165,25
15665,59.080513904876746,80,25
15666,30.71565404418842,264,25
15668,41.410932438766814,223,25
15669,43.51794846502148,350,25
15683,153.31995744704017,102,25
15700,22.92012223494691,349,25
15712,21.241653125609627,6,25
15713,37.524449353929015,3,25
15715,27.823675987470875,9,25
15729,52.94555723710925,97,25
15730,28.145873497744514,143,25
15732,58.394637767458725,96,25
15733,63.24691599540498,24,25
15735,31.656105445780916,18,25
15736,67.6489739182702,286,25
15739,35.42337293986459,260,25
15746,45.39253176314871,128,25
15748,15.180708323644364,36,25
15749,36.20582177405988,23,25
15754,61.247297767943444,42,25
15755,37.62576925185969,279,25
15761,67.67837571369847,146,25
15762,43.514422440239926,285,25
15763,77.32650408453542,242,25
15766,46.951081728064295,292,25
15767,26.563931281657094,269,25
15768,61.516720708008435,354,25
15772,77.43641502011756,129,25
15774,77.0191896388762,180,25
15778,47.782723128440644,341,25
15781,62.940990974192516,350,25
15783,75.47265913203735,185,25
15784,26.802584900956052,371,25
15786,23.348567427460637,46,25
15787,32.5474201286052,283,25
15789,31.70823175317819,27,25
15793,32.198851667024925,284,25
15795,80.51866882519049,52,25
15796,65.86051851128435,293,25
15797,22.799029482365388,80,25
15801,33.03992454076938,165,25
15803,50.344164199114786,277,25
15805,57.877948602352376,59,25
15809,31.069928164743526,117,25
15810,53.79120066681407,375,25
15814,129.14747589166137,150,25
15817,48.02851406552881,79,25
15823,82.05696525398844,323,25
15830,45.69973232299385,87,25
15841,179.06859618134334,174,25
15845,15.75360592516634,125,25
15846,68.5833139358698,353,25
15854,46.80423191612721,6,25
15856,41.993153302086654,141,25
15858,14.090341346503068,160,25
15859,99.75956065062566,335,25
15861,21.759566359003607,16,25
15862,29.636906262690207,11,25
15863,73.59409161245777,337,25
15864,50.58944925173544,142,25
15865,107.79422099298496,362,25
15871,46.701273778048474,286,25
15872,24.964498993997008,305,25
15875,37.326743404126624,257,25
15876,36.251295215141994,325,25
15877,30.819877247717205,41,25
15879,46.75883618707042,279,25
15882,33.76839976986242,25,25
15883,20.01579632076997,36,25
15884,17.45075770593713,302,25
15889,49.7111259076207,288,25
15890,45.33331016979799,26,25
15895,34.85878700986574,213,25
15904,55.645572442064775,127,25
15906,33.06484321167781,301,25
15907,60.79532417157885,360,25
15909,23.486926352675045,278,25
15910,53.0661155746836,341,25
15914,73.45334183137884,323,25
15915,16.042459928820314,284,25
15920,18.157544669520284,281,25
15921,32.57823564748316,47,25
15926,85.88789253333037,277,25
15927,97.2171522609723,371,25
15928,103.06915373881964,285,25
15929,37.6646426096505,283,25
15931,27.95721967798239,275,25
15933,55.15587368312922,49,25
15941,47.180980693881885,80,25
15942,39.96287902244047,77,25
15945,72.42751004273613,386,25
15953,101.14568935598751,387,25
15955,54.67309654322889,75,25
15978,76.33211635572039,349,25
15981,74.26711671355207,87,25
15982,63.879981175202204,126,25
15995,50.560756339712036,95,25
15996,32.74581525430019,9,25
16000,42.14817815858785,161,25
16002,12.989100089030469,16,25
16003,53.533199812162124,142,25
16008,29.501433319108223,306,25
16010,26.932542747973287,260,25
16011,48.38716562423379,362,25
16013,91.38646469636053,286,25
16014,71.32347792190005,279,25
16017,78.85875643385195,26,25
16021,51.16730150307005,42,25
16023,31.423978399528885,164,25
16024,17.028354507004828,36,25
16025,38.70895209329746,128,25
16027,48.08508737022458,162,25
16030,27.04567846000043,43,25
16034,90.31917247901222,202,25
16036,60.7439409912137,273,25
16037,22.19688098264695,261,25
16038,61.57844874662728,242,25
16039,30.48997994663472,284,25
16040,61.39351922158225,354,25
16042,18.568798147082155,25,25
16045,41.69458855808897,288,25
16049,53.94792569375063,281,25
16050,57.62418909523442,54,25
16051,27.28502583576504,291,25
16052,116.3615840653343,57,25
16063,62.69648575662826,197,25
16066,74.29982984961667,360,25
16068,35.34562278310146,165,25
16070,60.03468166416142,368,25
16071,49.65232302031948,323,25
16072,25.973392418823583,283,25
16078,52.554106606725774,345,25
16082,47.32393276399605,375,25
16087,59.681247345892444,253,25
16090,110.58712887166561,384,25
16094,119.05785074307208,150,25
16095,34.09041076543157,79,25
16096,27.824801167725088,75,25
16098,31.09113623379754,167,25
