Route ID,mae,driver,origin
7223,44.16311599812293,214,13
7225,55.51990398340137,9,13
7230,46.69545173257776,7,13
7231,84.59744685577652,160,13
7233,36.71438089543928,145,13
7234,195.6134466389577,306,13
7235,133.89498437161646,257,13
7238,28.491421938256977,11,13
7239,151.8079631325308,305,13
7240,36.54974138155357,19,13
7241,225.63141129468457,251,13
7242,129.01854067780454,261,13
7243,82.0400553162968,194,13
7245,158.14840003000577,266,13
7246,83.35305301069064,202,13
7247,112.23450055354122,259,13
7248,63.994517987815435,282,13
7249,93.683447092419,273,13
7250,154.4625049649865,271,13
7251,76.94141952011051,142,13
7253,60.586491837596405,26,13
7254,45.62592961654987,14,13
7255,163.09795781016228,15,13
7257,59.622945291135736,39,13
7259,103.0067055388064,274,13
7260,122.88812301485048,264,13
7261,104.77732733091459,275,13
7262,134.78833857718786,268,13
7263,115.99873668436744,279,13
7268,149.97397405989975,323,13
7270,172.4610568286005,144,13
7274,46.72250942474613,99,13
7278,99.60205066805474,270,13
7279,68.57966045885466,128,13
7283,88.18722740441683,269,13
7284,111.99335022814975,267,13
7287,41.33717282349612,25,13
7289,178.4399566568593,62,13
7291,79.33458312838765,272,13
7293,64.61989040463024,41,13
7296,68.84860172283945,293,13
7297,59.6900567641138,36,13
7301,60.62581963822255,56,13
7303,88.8033456897718,234,13
7305,138.77018103107227,166,13
7307,114.16018850180232,284,13
7311,164.78588262099302,63,13
7312,57.63782476173628,298,13
7315,178.82701389650057,131,13
7318,157.10489241500136,23,13
7321,105.19172607835496,174,13
7358,45.458549565688735,9,13
7360,22.023639553877683,4,13
7363,62.28052354897113,6,13
7370,33.49608622313579,145,13
7372,28.458982024219036,143,13
7373,128.98976699249877,261,13
7374,169.51436706144975,306,13
7375,165.87873898412528,305,13
7376,157.86046152889037,264,13
7377,59.84503721740698,194,13
7378,61.402026206618245,19,13
7379,52.94121217345681,16,13
7382,48.90294858273851,99,13
7384,23.92663378528573,198,13
7386,137.38549138965564,279,13
7388,161.59311832280096,15,13
7389,111.61176449789872,292,13
7393,75.91149739928007,202,13
7399,122.19867439656767,267,13
7400,62.69993739877775,18,13
7405,30.452556788792332,36,13
7407,34.24703443027726,164,13
7411,140.46965297239706,38,13
7412,61.66278619494076,323,13
7413,71.83792600785745,280,13
7415,162.84602809796402,88,13
7416,120.43839745929296,268,13
7417,169.28753495146867,58,13
7420,37.18802652791242,42,13
7421,83.56153268956787,41,13
7424,66.65156704206714,129,13
7425,113.98437320876258,57,13
7427,19.881340678193133,25,13
7428,97.63766618063964,293,13
7429,110.09356994802626,278,13
7434,16.2442121331995,46,13
7441,77.86875689753442,165,13
7443,67.30889885157552,283,13
7447,41.046424144811716,23,13
7449,45.61409734179317,80,13
7450,149.22049871874876,108,13
7453,25.626071234739868,50,13
7455,37.03374774836256,298,13
7460,93.60851224217089,62,13
7469,34.04195241545983,118,13
7475,59.70963416397073,132,13
7476,85.20442800829771,70,13
7490,87.43548407288085,126,13
7503,52.15819023273974,214,13
7504,52.933936154807114,9,13
7506,77.3422258238178,160,13
7510,49.5488352553908,145,13
7512,41.296161119131476,16,13
7514,68.38818506572741,194,13
7517,140.50206793269788,305,13
7518,161.3359398115519,264,13
7519,132.01144290303816,258,13
7520,157.02446709521607,271,13
7522,145.66712420935633,266,13
7524,96.03285828992315,286,13
7527,43.55460505466887,99,13
7528,138.32254602146352,274,13
7531,78.52123832887337,26,13
7533,95.96578397551094,292,13
7534,139.14463978965833,265,13
7535,84.81959749084871,18,13
7536,96.14429834621136,180,13
7538,130.6594123614012,273,13
7539,52.15174746619948,105,13
7541,42.19612883686988,164,13
7542,46.21319434587545,34,13
7543,134.43525374303954,279,13
7544,59.78625438626194,33,13
7549,202.96249706804792,242,13
7550,109.84847061886846,57,13
7552,139.8039273681409,234,13
7554,87.0706024593937,278,13
7557,53.276793095485274,142,13
7558,46.774949721812476,251,13
7559,205.1381853659132,38,13
7560,46.81585358690414,31,13
7561,32.43436894038153,128,13
7569,23.85962739866822,325,13
7573,83.43267165424554,283,13
7574,84.41835992103061,144,13
7575,60.16662105974394,293,13
7576,53.782671231861094,260,13
7578,25.46734027112683,67,13
7580,85.91770348269988,131,13
7581,66.98133248755808,42,13
7582,82.40092568787729,165,13
7583,68.18981018666646,146,13
7584,107.11443678903665,166,13
7592,23.98882216963283,223,13
7602,134.95965504584882,108,13
7608,61.56851448392787,171,13
7627,36.1452380905526,79,13
7629,60.52020311817598,172,13
7631,48.91239410834282,87,13
7640,47.13133565778223,174,13
7652,78.84830915903487,141,13
7654,15.531558752901821,6,13
7655,45.92050088687348,3,13
7663,37.41929007936707,202,13
7664,47.026369389672794,96,13
7666,183.7424581436099,306,13
7667,170.0101859022368,305,13
7668,54.62982538016742,14,13
7669,68.10692846317589,194,13
7670,193.07337673415375,291,13
7671,125.51281550352046,289,13
7675,146.43600908258335,266,13
7676,115.60104865081414,282,13
7677,28.80894381561672,198,13
7678,66.66935583180954,296,13
7679,240.8241816201526,15,13
7681,88.49042063767568,286,13
7682,139.87938817677326,265,13
7685,58.84354327303694,162,13
7686,91.37645928460722,21,13
7688,62.3653712358271,39,13
7689,125.36480612466686,268,13
7690,140.3527060159953,32,13
7691,113.6960210720567,314,13
7692,41.17324346890522,18,13
7697,27.454450104918376,164,13
7698,84.64345523074407,294,13
7699,18.597049947436854,25,13
7700,101.71829541292459,278,13
7701,92.06703502672411,284,13
7702,61.775658912353904,280,13
7703,144.3961791873578,60,13
7706,36.12261010054195,22,13
7710,86.41838949456475,65,13
7711,103.34069327095817,128,13
7712,141.8637853955923,264,13
7715,50.038260196598344,325,13
7716,58.100351807570384,46,13
7717,194.92130136755327,166,13
7718,85.15800126670469,283,13
7723,67.95329988113551,54,13
7727,80.08871672659156,323,13
7728,40.15239734703232,165,13
7729,170.26286618171363,88,13
7731,128.25219787494157,146,13
7733,96.14782115270604,180,13
7736,90.44762540221966,242,13
7737,101.75315969186249,234,13
7739,40.800643308648496,213,13
7740,24.552261097063433,80,13
7741,125.6954952900531,57,13
7742,121.46203545139512,50,13
7748,26.457390757915856,298,13
7750,49.997372506539755,23,13
7755,41.67183143842303,83,13
7757,177.16391498115837,45,13
7758,77.51341133781173,69,13
7759,126.32444315404467,72,13
7761,80.01470569451422,167,13
7762,87.71302034545462,108,13
7764,144.08923197720785,63,13
7768,70.13658529179253,131,13
7770,117.76016544894426,78,13
7774,60.81540497292012,118,13
7777,62.03204671619771,82,13
7791,59.9525771367528,14,13
7799,62.035902154188875,260,13
7802,78.28469002684358,264,13
7804,76.66187711488064,300,13
7805,45.610275387890795,293,13
7809,76.52238652735149,214,13
7812,95.2662180736948,141,13
7814,16.68226441682922,7,13
7815,52.5128147064783,160,13
7819,29.69028347132919,14,13
7820,110.3096877674649,15,13
7821,63.05622452818789,202,13
7823,161.71399413200652,306,13
7824,64.93219607418085,194,13
7826,31.931550906978202,263,13
7828,31.24629684632667,18,13
7829,166.5857237517467,279,13
7830,107.07756390574151,289,13
7831,46.19402911629411,19,13
7832,181.21962080458422,266,13
7833,32.05568785607733,99,13
7834,180.54650129293248,257,13
7835,171.94188704381827,268,13
7836,94.9056600430524,288,13
7837,156.0600267306706,291,13
7838,100.86007678359942,296,13
7842,140.54750007775047,271,13
7843,25.94843518321882,39,13
7844,88.04686206255415,292,13
7847,22.96652511836826,198,13
7849,79.3306975673887,301,13
7852,103.02346094700188,286,13
7853,33.90510580208315,128,13
7856,100.58740475500421,273,13
7858,158.4766987239139,60,13
7863,26.945713886798423,36,13
7864,106.91543947143653,34,13
7865,148.46390186298893,246,13
7866,37.081567636883186,31,13
7870,33.4781741006782,285,13
7871,117.89278890799945,270,13
7872,243.690178918657,197,13
7873,45.09287107563738,276,13
7874,64.70283135579677,67,13
7875,46.649169473704234,277,13
7878,156.61922087215493,166,13
7880,79.36010150492527,42,13
7881,75.68936656765257,325,13
7883,31.318585433504307,23,13
7886,86.97316328394358,293,13
7888,59.621045898782164,300,13
7890,95.57319105286496,323,13
7892,64.57649662536859,146,13
7895,72.83134515119642,80,13
7896,35.660927743407505,223,13
7897,127.54346801035307,174,13
7898,66.87102080207123,40,13
7899,45.30098650129348,303,13
7901,183.53993935355956,314,13
7905,52.98766017474956,165,13
7908,73.27043573001517,297,13
7910,33.90822668150567,47,13
7914,200.31262838104507,108,13
7918,42.06876975398257,167,13
7919,238.52444459814987,150,13
7929,109.23387088242193,45,13
7931,173.94819475589392,327,13
7933,127.64609150798253,85,13
7939,70.84685831934682,87,13
7948,64.72830643524507,95,13
7949,58.251088993624855,9,13
7951,27.908740052848874,6,13
7953,24.37587386084318,7,13
7958,47.26670596572044,143,13
7959,61.59003459209675,19,13
7961,147.40946038154456,305,13
7962,81.88100888479647,194,13
7964,102.98861747645408,105,13
7965,151.85073518545227,289,13
7968,159.5182456055478,266,13
7969,100.3011616786531,282,13
7970,59.19198843475211,202,13
7971,36.21866111351317,251,13
7972,122.50951465628434,286,13
7974,122.94026587557482,271,13
7975,91.49554023143789,148,13
7979,12.05572281544993,25,13
7981,108.04382645597913,26,13
7984,53.645218616006446,43,13
7986,160.52354634989848,265,13
7989,51.07023149295967,22,13
7990,69.59190597398809,47,13
7991,134.50859126164588,267,13
7993,127.11700874160836,32,13
7995,123.49558614450335,272,13
7996,76.5809184822317,303,13
7998,39.40679107210138,18,13
7999,30.150739513837813,36,13
8000,82.91734782730386,285,13
8002,53.10273774901689,37,13
8003,92.00445522492875,294,13
8004,76.54846771293002,246,13
8005,173.8834469697939,60,13
8006,118.89425521168654,54,13
8008,77.73858186850418,57,13
8009,25.95370710628932,64,13
8010,116.3548045739075,301,13
8013,55.74069903445627,104,13
8014,180.89805593013648,227,13
8015,75.81689679708208,325,13
8016,47.14115753254818,302,13
8024,71.2558108081793,314,13
8025,77.89770904944784,213,13
8027,75.64255820724055,300,13
8029,73.67490462941525,165,13
8032,37.836157321729765,72,13
8034,118.8482457962738,117,13
8038,37.365240383818836,146,13
8041,33.222587276550435,44,13
8042,45.32586426527692,80,13
8043,72.57561338230782,297,13
8045,94.87106045853596,40,13
8046,55.30884829623217,23,13
8047,102.50907761155392,131,13
8050,121.40147409561202,110,13
8055,34.79827668979719,69,13
8061,88.23712367373899,138,13
8064,33.30074277885004,169,13
8086,94.34531850025427,87,13
8091,71.66986709201274,9,13
8096,20.86325460211841,6,13
8101,70.69629759903793,19,13
8103,69.42856229839957,143,13
8104,78.40151809396119,16,13
8105,160.8138469581322,305,13
8107,117.25394863718006,261,13
8108,54.79384951296431,202,13
8111,33.650448411732484,99,13
8114,76.22429863630474,194,13
8117,34.37998500145563,18,13
8118,19.97897637015973,198,13
8119,31.127086210533665,24,13
8120,158.99961614397097,266,13
8121,113.93135905566334,26,13
8122,25.143693978069063,25,13
8123,91.85609925756948,15,13
8124,154.54093536876584,264,13
8126,71.74088112908768,21,13
8127,122.74379828226334,292,13
8129,188.58849238372193,291,13
8133,182.86909135791433,65,13
8138,162.76957164206556,246,13
8139,121.44594619406546,60,13
8141,135.65426444427152,38,13
8142,83.40012152570812,129,13
8144,22.983959498663157,36,13
8145,62.28956897073613,67,13
8148,96.46698081411358,270,13
8152,22.884007215146756,46,13
8154,35.41012628033125,223,13
8155,43.23810304877544,54,13
8157,206.41739882747837,126,13
8162,62.433952740598386,146,13
8163,78.9213862029481,40,13
8165,65.88997026735494,72,13
8166,128.9774568613063,50,13
8170,26.484549243460318,23,13
8172,117.89773265934544,108,13
8174,121.88020363582808,58,13
8175,32.82501719965156,174,13
8176,44.733720658270535,80,13
8177,76.17987480674739,131,13
8183,88.19711356017571,70,13
8191,54.36417580928282,82,13
8194,63.34372856755365,79,13
8202,121.95924587419205,87,13
8213,51.902517696527816,214,13
8222,68.90457689127825,160,13
8225,62.920286553229026,16,13
8227,47.23244111546876,143,13
8229,170.77627647274625,305,13
8232,127.24405763116023,289,13
8234,171.30112412392057,266,13
8235,48.71165183528089,286,13
8237,36.239031952216166,198,13
8239,158.73459722571812,271,13
8242,72.48539528916457,24,13
8245,94.74607273109353,251,13
8247,53.95702312966418,128,13
8252,31.893663231121486,42,13
8258,47.83708355159031,18,13
8259,23.88223107039746,25,13
8260,123.54783564479146,292,13
8261,34.23440151504983,39,13
8262,30.301549379935672,162,13
8264,125.09739629894115,260,13
8266,104.57047534556435,32,13
8267,102.15351611327367,282,13
8268,114.73053421412506,273,13
8270,235.23865751995604,197,13
8277,27.18781327667284,36,13
8278,171.44344764960402,38,13
8281,77.21859125223524,246,13
8294,79.34682849616811,300,13
8296,93.69667800152155,146,13
8297,35.292412818687644,165,13
8301,110.8555105730084,50,13
8302,188.53506600232626,180,13
8304,40.389145010570964,213,13
8306,95.8770008183694,80,13
8312,109.89496663927349,277,13
